"","GSM136508.CEL.gz","GSM136530.CEL.gz","GSM136517.CEL.gz","GSM136576.CEL.gz","GSM136566.CEL.gz","GSM136574.CEL.gz","GSM136575.CEL.gz","GSM136569.CEL.gz","GSM136568.CEL.gz","GSM136559.CEL.gz","GSM136565.CEL.gz","GSM136573.CEL.gz","GSM136523.CEL.gz","GSM136509.CEL.gz","GSM136727.CEL.gz","GSM136510.CEL.gz","GSM136515.CEL.gz","GSM136522.CEL.gz","GSM136507.CEL.gz","GSM136524.CEL.gz","GSM136514.CEL.gz","GSM136563.CEL.gz","GSM136564.CEL.gz","GSM136572.CEL.gz"
"205291_at",8.6751562077023,8.77461604599771,9.20089573946155,8.59767486111426,8.92571639994588,8.75989197530081,8.99414754765011,8.81463420448685,9.17196648516105,9.07986882931959,8.83076893299346,8.65050378011047,8.66497190942165,8.61375807297807,9.21614713785539,8.9592290473151,8.36561035190439,8.7024912920249,8.77224160814177,8.46290300298663,8.71328946241509,8.82172969823519,9.21046161027066,8.51632008661638
"205292_s_at",9.63298643684154,9.80508680226659,9.64453012893527,9.58315918025311,9.2809567740859,9.40664107229047,9.44251730753669,9.09126099874816,9.43314368771619,9.36337858214698,9.32977342845825,9.41283612180288,9.68037474038217,9.57394938059766,9.75008655814836,9.68469379453827,9.63952488492227,9.85677099303024,9.26256625202604,10.0380371657372,9.87888619662724,9.19964465201189,9.37544829499382,9.1432701183126
"205294_at",5.70870604225256,5.52320806613627,5.35694999748868,5.61971792207576,5.61876692987184,5.59644177057864,5.62432176884925,5.4760077664891,5.69473658780935,5.69587237243973,5.469877133595,5.53157869775288,5.46155091922988,5.47273366853423,5.36335990347039,5.40366026867892,5.60805587237026,5.30356359476449,5.52730037923678,5.256082427576,5.41660929794417,5.57076298400876,5.49648585905816,5.51025463085461
"205295_at",4.13909016034948,4.00492361630982,4.07083753707562,4.22270103181187,4.1093295423889,3.90717149561808,4.15666312506035,3.98791348245668,3.98762012636756,4.33815931389057,3.8627211089977,4.26055151780721,4.18330320734674,4.08222025944081,4.05360423637835,4.02816886454382,4.14266491703775,3.93094211727657,4.00987629168482,3.99938715010611,3.96671516361504,4.07949647815477,3.98826948496165,4.18820077003654
"205296_at",3.20081210820988,3.65504070180395,3.39146157928569,3.36334189077673,3.15251582225028,3.0387116084977,3.35835346198412,3.38132584008681,3.32480841796206,3.13562370325617,3.28202096184258,3.03501770103018,3.58586051366902,3.17320268704538,2.9328474857445,3.15999052525778,3.10740732983394,3.52958330160558,3.29303052244093,3.19603894235421,3.32511905459966,3.09864830365219,2.99384010423052,3.30817311099149
"205297_s_at",7.447513500648,7.49186255520672,7.26572367367094,6.97059647523685,7.15881833233287,7.32791748753332,7.48036504184802,6.78606476313749,7.11366586631132,6.88932513852245,7.02983155994504,7.40847031376236,7.36552503204751,7.06264476909169,6.47721707395182,6.64376458195308,7.80074593330988,7.62344814544844,7.65530352197133,7.65793570626867,6.80844330603923,8.18470192101586,7.17288905873421,7.63079957636022
"205298_s_at",6.85049356965538,6.8715867625819,6.70709448954663,6.84073085645851,6.99144214434394,7.22159761220286,7.17872301354599,7.79821150796543,7.13748721048658,7.09387183673681,7.08765001252312,7.42420758887173,6.87234738054236,6.9202729990957,6.78183284302971,7.01823275300259,6.59906850049843,6.88852430451918,6.81469327753503,6.85057770337142,7.04815650183861,6.74774458043634,7.07882151914401,7.0393259117509
"205300_s_at",6.29352126316079,6.25857114405364,6.16724874546556,6.61456789038524,6.37247013851156,6.41799733578162,6.18880757090257,6.2048186933065,6.5437347834834,6.46886213799808,6.64116925730051,6.32857985311862,6.49020480634769,6.55574317912977,6.31360494895703,6.49938579756029,6.37870017033986,6.3905073079553,6.56482615872518,6.26338314925332,6.61116320266756,6.52252958637176,6.3642846679013,6.34452342821693
"205302_at",2.63403801598886,2.44255172425099,2.46532845593972,2.58415831958498,2.59112148939646,2.70023001449972,2.63257942430068,2.44331932165571,2.77104395798749,2.77337738633699,2.70894952864882,2.64419664970739,2.57213432614177,2.64692110944489,2.58403725860572,2.57030236878942,2.53768756605012,2.66875004431302,2.51059458850913,2.58938633878285,2.52509689763554,2.56424806957224,2.7696358204109,2.78718878804871
"205304_s_at",3.87327631101626,4.32842287097382,3.72818193930025,4.14710827703632,3.92089177139602,3.86194467382321,3.96153454139437,3.93863716188536,3.90170227568379,3.89705106404983,3.96098587935057,3.95022416121392,3.85317205164162,3.77643766911019,3.67718295231887,3.56510040597027,4.18077798861389,3.60665354433127,4.0242010102813,3.73434629312802,3.90115342185236,3.86694210251659,3.96988133440004,3.75993894493377
"205309_at",3.59705083942932,3.35821599824526,3.43404902281546,3.67712646762445,3.55836059579581,3.34109591678224,3.54769983832978,3.94783685923947,3.29100859768868,3.71456278713956,3.67349501415276,3.45156561134892,3.43682642640839,3.44638656976447,3.56452227523993,3.80962237924862,3.64580723740007,3.39611173927398,3.80268494753271,3.19072042532482,3.35265385326107,3.63814865819541,3.440738990008,3.28500315843647
"205311_at",4.53527143692461,4.38688939571092,4.51565710177177,4.55491871799031,4.32707805164122,4.44615647001338,4.32169778933574,4.49968766610398,4.30545297102801,4.48217614436141,4.5985924838584,4.43009798208681,4.35383882067179,4.5642215902086,4.28420385326757,4.51097357650154,4.58379582740743,4.55006199621535,4.59310295197911,4.46936512846328,4.49190075104731,4.51712853267749,4.48440857352988,4.42908725861266
"205312_at",4.48057786612035,4.36218694808576,4.85197287203225,4.21827527229691,4.36154820023401,4.11606485304945,4.14343112923233,3.91044272541644,3.67996279128959,3.97645058659044,4.02407259830549,4.03760803064863,4.85265111740078,4.75320561889581,4.92503672685,4.39727079135549,4.3617322463172,4.65653573100342,4.75038201532322,4.78234644622242,4.28261636957016,4.27756230988045,4.53916161580308,4.36100127911706
"205313_at",8.39366568135467,8.29172435811868,8.04085484177451,8.63604697390111,8.16504034998643,8.58960854681049,8.70916497168385,8.60197888784277,8.3234109955208,8.02839800906924,8.04691848970424,8.55792311257971,8.58304027424047,7.74229670344504,7.21702230422954,7.86984100011863,8.51626469912508,8.7323791778962,8.45369167992395,8.72380243977618,9.08484880268837,8.86035056644302,8.7201178379682,8.87018005801074
"205315_s_at",6.25109076004416,6.74267608400688,6.39581376938359,6.30789937689976,6.52585694633457,6.35528305634881,6.34658249586624,6.24282357276043,6.14349597756477,6.07904791827484,6.14113355325456,6.12483959679321,6.4970092141115,6.38848904940834,6.18848311535277,6.48665492887299,6.34870366882528,6.66846972648088,6.1891859520341,6.55930321194948,6.02199217663398,6.39905508445677,6.33657707528407,6.54090728727926
"205317_s_at",3.91992902724605,3.71381351744222,3.70707825884343,3.65073556106998,3.93063560594557,3.8878073246091,3.69074112628291,4.04049062380905,3.76095750430799,3.92934433258852,3.94330754256273,3.65572420924488,3.79100590346027,3.63713480218687,3.50513922508875,3.97751459075245,3.72489045162813,3.80529437262964,3.50130625844212,3.65722060789023,3.79751233785014,3.9902228820764,3.74686120128016,3.70173476931386
"205318_at",6.25728833742227,5.96526854228352,5.68015425091095,5.97983169270383,6.01876303611471,6.23215182437139,6.14576259938432,6.11730561973809,6.01347402517404,6.20717273971838,6.14237150976771,5.89653971757542,5.89203438643097,5.8692612864754,5.668206072803,6.07554781576323,5.69118662911149,5.8238759696025,5.6409259798986,5.66825236335851,5.75076606870273,6.29445696926588,6.45610663260605,6.24611560400741
"205319_at",3.73773417591008,3.58152266735225,3.51953158670314,3.5299211357144,3.62916627171454,3.41054943343875,3.4716582685415,3.69300643080627,3.52996034634797,3.96993159730854,3.73706657452258,3.86343378555208,3.52461185543603,3.71690449464454,3.55376527719838,3.8544982830532,3.71091524511475,3.62958645536004,3.71449117738799,3.69131240810936,3.78491539584845,3.55192245459134,4.03292252530136,3.64188467283419
"205320_at",5.10401098247059,5.17439853464827,4.85966528026681,5.19235554624294,5.32473908450683,5.02994418307753,5.1420266016458,5.19518624870126,5.01040659890245,5.609024085584,5.09825091510322,5.23611378944581,5.00292715873446,5.233795493536,5.29755368981007,5.25438146337591,5.3428428709974,5.06452914270325,5.33351457541453,5.29530974294899,5.18286663756239,5.26110714866585,5.32334283946769,5.24702145727896
"205321_at",7.76434785339306,8.08140261154174,7.46511112887134,5.57723009531821,8.61769996453073,5.45674101508338,6.47891666731356,6.4031049418659,5.50475391090261,6.86196780940433,8.0673002945801,6.91557788421909,6.83582693528578,7.67757376121958,7.59346843868683,8.38901203605971,6.24389952754031,7.82665783257931,8.14333315000524,8.08723523405745,6.38065534117274,7.23266835269227,5.6847044149125,5.76595456663915
"205323_s_at",6.70233981993892,6.75791508253972,6.83846903082147,6.88857871413808,6.9613033335717,6.62444291216421,6.82314256311416,7.16154836842794,6.86353545144145,7.40973973982886,7.15510107212166,7.36255975150398,6.8648328860172,7.18882178378412,7.22056441058775,7.10962323097138,6.49513951987977,6.89446802506047,7.29576904815007,6.83540043729353,7.07447671273249,7.0130058128676,7.07656812472669,6.92615508174103
"205324_s_at",7.5811300973388,7.77976542379254,7.93030257908331,7.79820609729968,7.78814628470644,7.71002985552324,7.60846785770753,7.63128726159498,7.4328870729704,7.38214158691986,7.52316326046235,7.05575594136733,7.72681910554366,7.51531111956288,7.49502669565225,7.76692781327491,7.70868452599709,7.86458811334103,7.5923597282569,7.95600072074117,7.94252155676082,7.66851805135314,7.15821654746744,7.88971368760342
"205326_at",4.94565850740951,4.85635415521259,4.95494289301821,4.76882465565093,4.99553236491646,4.68936091677433,4.93838795157661,5.00586193093753,4.88126329482835,5.17465955750511,4.96961627437962,4.98381863719848,4.9448208166655,4.87027365854252,4.85442389998012,5.16383443631356,5.14273175660992,4.95208583772854,5.06588378465589,4.82204614409325,5.0184263032596,5.13431383469095,4.99320194939406,5.0150595054171
"205327_s_at",6.04196394369828,5.29464282171793,5.64330901869754,5.81480702525781,5.82623172181149,5.79860727556546,6.08532068812852,5.75986379056376,5.70341176081079,5.89301752132644,5.56045076075646,5.70288030814834,5.22931394874916,5.59985176222135,5.55254887269355,5.80224070659321,5.95410561896026,5.56280778780809,5.71376964403366,5.27522615668994,5.56759553344086,5.68081698636356,6.15188515179297,5.46083438605653
"205328_at",4.34696748055535,4.41323410204723,4.04844373098117,4.65130778041435,4.32623277333856,4.96283784445399,4.44707525834975,4.7029065357197,4.18069561014523,4.41132003615072,4.4674953855355,4.88234819740905,4.02502905641646,4.29341675643418,4.16576536965563,4.37494513457912,4.11970113119228,4.21946454532015,4.21787309236612,4.278747401613,4.24212465203761,4.35344215089463,4.82494573086388,4.30777355566854
"205330_at",3.48508622277114,3.44993232053362,3.54776080394156,3.46526983925968,3.71457732491448,3.43624185809237,3.53003403826963,3.3752219700147,3.31893985928303,3.71376918445729,3.5627845205251,3.54638573631324,3.3846838052804,3.59468168630541,3.40631289309267,3.41360070906219,3.38394769924147,3.39757674361448,3.59472571176377,3.48455074715322,3.51834617804514,3.40529351922279,3.78878334144991,3.82682713977326
"205333_s_at",5.20276312088442,5.36158452284905,5.6500878165487,5.24994068666102,5.65783292381868,5.40387375761234,5.3794488072644,5.35757595372514,5.43357735368092,5.25874710806785,5.42100953946596,5.05676704237373,5.48067488118228,5.71647754349941,5.65570389451386,5.64787412997825,5.40955872304728,5.62976143979073,5.46459038473923,5.29165342419949,5.57197104759039,5.68806298045345,5.56619060705196,5.403652514782
"205334_at",5.2564667806275,5.14136693730194,5.41513951750695,5.5386728631927,5.36242438260641,5.10939330933327,5.39932111940671,5.36228557376046,5.36719217867202,5.51864031137092,5.42637504193738,5.12450422124418,5.1396687266514,5.32469852735115,5.21770378657333,5.05769799425685,5.31619054769625,5.09117383796545,5.45684715254725,5.24259686378226,5.21757444667268,5.05044317988497,5.59415813620747,5.22549057555615
"205335_s_at",8.53682458984463,8.85131885694465,8.88863519998061,9.154770829927,8.30426355785529,8.53585488105777,8.91971283478804,8.60970187126504,8.84329900502755,8.01611380047913,8.23527323998709,8.35036023675194,8.6905609822861,8.146390566332,8.61840385245182,8.5650939601118,8.63086279703462,9.00538571367553,8.30858005645049,8.76810662229195,8.66636334533775,8.75726296000073,8.28256162379884,8.49421136961842
"205336_at",5.05641726258121,5.15356393469886,4.79698703841467,4.8005427291985,5.2414999262613,4.86552124504667,5.149736037147,4.83811699166201,4.94473846807971,5.04910532953042,5.1290084252341,5.02438424828721,5.15858358788324,5.18054937402879,5.18486601048369,5.31299830023773,5.19370381580869,5.01057694901928,5.21858088843844,4.94165925249631,5.0814330338365,5.18770009920431,5.26916235578997,4.98273890700846
"205338_s_at",5.31570552498199,5.37688380945669,5.21581730551772,5.3791384297885,5.34600660089003,5.61139201470391,5.81483741815977,5.44481568016965,5.5290684007446,5.38851738951745,5.50402455613659,5.593098087821,5.22163441213156,5.47300926950563,5.31786267264994,5.62458362325127,5.40008252682882,5.36985533691394,5.31485950305433,5.38772084294774,5.24918379751585,5.82744847866428,5.86911442144512,5.766779521119
"205339_at",5.9875169451348,6.14616715554568,5.75881284625904,6.2651515706305,5.33577506581888,6.19708031095609,5.98417171017095,5.39688421547675,5.90080426340229,5.31760311122457,5.5392275315943,5.76294432423808,5.88135933430999,5.55238787197335,5.20039186188158,5.59100086511052,5.59342459765583,5.99129647422492,5.54740175060673,6.05409549027362,6.25950713502814,5.54116342734986,5.41288231220391,5.567931675459
"205341_at",5.74059352177855,5.56801583324818,5.82515291317329,5.8349946285171,5.81208337756725,5.73338637413846,5.70795282255583,5.86033934539517,5.67409690445435,5.56922364517431,5.66266794074896,5.81182748889859,5.78283050651716,5.82235385257074,5.74685069308673,5.48605718346365,5.93161747862048,5.77179637834093,5.76423968506831,5.69103917922042,5.44498586544147,5.90491421256529,5.80069139139617,5.85863584935928
"205345_at",7.59498049787267,7.70851406273254,7.61011720178161,7.99310922823847,7.50959778656449,8.36937670428096,7.63354724654215,7.87269855782592,7.9628597499522,8.06108946101038,7.97417136019583,8.07871513480751,7.69579802439118,7.99553461882529,7.32177124539719,7.71287417678475,7.81300219011959,8.02719215462053,7.64477474438776,8.24455571896869,8.0879342529011,7.88336041226823,7.80927423085985,8.01829970473972
"205346_at",5.89802485699501,6.37799353773837,6.43098775508366,4.51651346957372,5.9073405724366,5.11117179287568,5.59975468923805,5.70956925961715,5.20504527358981,5.57658584638971,5.86383393921689,5.63614367519632,6.27446108483817,6.02026369034723,6.97162313397254,6.19816258712236,5.99312899205472,6.21860425915375,6.45678055392575,6.05184974943894,4.85923495206203,6.08311408927708,5.92498808374284,5.87670610156144
"205347_s_at",3.35004077484291,3.35616691266407,3.24837808668266,3.37383554721053,3.34968542154833,3.50207381104239,3.35604481505459,3.54646929325967,3.3173355466229,3.54521892923362,3.3405612713424,3.36668298750255,3.40421174150292,3.3472547970366,3.51917952296152,3.1325433505629,3.30272782339167,3.5117642111627,3.65449489227315,3.20131780012029,3.34951990528758,3.53629278129071,3.9904426357522,3.35935479142123
"205348_s_at",5.54731268811681,5.34295278317944,5.2609574537632,5.5116546797201,5.37246659338862,5.25264129520178,5.42298316168203,5.33033619156616,5.26673108721941,5.5319468150685,5.36421736979261,5.43819423551066,5.10603476155293,5.31113219920154,5.34651590077256,5.2948715288922,5.47742192553922,5.27345470869964,5.40158857346666,5.2945650227137,5.27254468607628,5.48150403179808,5.39789437580977,5.48157973962956
"205349_at",6.95903543063447,7.15645900144147,6.15393181876435,6.2682980410724,6.0500284705218,6.62559666282497,6.17770559578448,6.90067974482532,6.4220955942256,5.54892149123984,5.86164460835244,8.20563272603435,6.92497949234191,6.91005123514672,6.42475345429061,7.1253390040751,7.44366802955698,6.74379775597138,6.64586453063261,7.72040077706288,7.05495120367028,6.51486758909175,6.44604087600779,7.11062913715102
"205350_at",4.77460907380007,4.44375818409927,4.89310017694148,4.63810038591328,4.90048257222216,4.81813998540659,4.4260304764745,4.80614273645933,4.83171352998605,4.86012466685566,5.12792186607379,5.00680136099374,4.86865201951942,4.82544348987224,4.85113869077417,4.80477104499232,5.02926105022756,4.79694834201592,5.10011890278437,4.90096458728425,4.68414945617424,4.96145042976365,4.84539016114451,4.99311607993438
"205351_at",4.88281940621035,4.67147926734515,4.67833484951311,4.74229131621556,4.98577744657133,4.38542187838858,4.53564576790716,4.97039566458979,4.62290653405575,4.87697933977299,4.48326099076453,4.75381760699868,4.64546599842654,4.49810762336894,4.35171784621793,4.9167501046863,4.71950286964251,4.66571748205771,4.71711850067862,4.55682077056032,4.89222931161966,4.78142252654078,4.80474101031476,4.85151729353561
"205352_at",4.35012245936893,4.31625655465777,5.059837074785,4.9056407494472,5.07077355236503,5.28490318553961,5.18811461407894,5.01043977603205,5.19472332342707,4.29615897761274,4.31111706797878,4.76521118023822,4.3809708542303,4.06263198944279,4.21904131758202,4.68509773056264,4.52201436446646,4.75556657288202,4.25399862913462,4.63386373025652,4.44068049071634,4.4485775371022,4.41067167922067,4.53044784804513
"205354_at",5.96117858617379,5.43941264320266,5.40621726022688,4.92046689850069,5.0704148820303,5.21416949002126,5.14179866156886,5.42279442944533,4.97193414737457,4.9513655161976,5.45248647751182,5.20697037121311,5.82265384428275,6.1290755830425,6.43740164417085,6.04200791975241,6.15401278380436,5.60261225366108,6.32708333502454,5.85626158584836,5.1441348737109,5.59705394973041,5.50638637459214,5.2712769446579
"205355_at",2.46473350076108,2.70981225120881,2.7150680303476,3.21500147970477,2.8133050410104,2.81943742619559,2.84796676711856,2.69750510419316,2.63412193640516,2.89340629517835,2.82036245357741,2.66783518553353,2.56975154338407,2.58977586837126,2.79176418095295,2.64854221159391,2.35820953676741,2.72433428781586,2.6662990140857,2.67349130536735,2.70465398308402,2.57771926887644,2.74250407387424,2.75638319772504
"205356_at",7.05915621215322,7.30082314616312,6.98723278114549,6.9959081931535,6.97073057140177,7.35100293951723,6.89480047911525,6.95941503345163,7.04541012245737,7.16221475580267,7.14209363870782,7.29026382700133,7.04864303059688,7.33533401870493,7.03673494314525,6.99094152360053,7.18946898068452,7.20991743699983,6.78190495768885,7.12161379894477,7.02941217652865,7.35567726643993,6.93450375030648,7.5648081201735
"205357_s_at",3.57910111168128,3.78494929354981,3.34756469894573,3.5557595541407,3.63191323007018,3.66936160542408,3.50325791122673,3.53115890007044,3.70320397127731,3.64630527671183,3.65938736722477,3.70623574448674,3.4263885568359,3.72266423091271,3.54187960269009,3.51947534147907,3.71664899565813,3.56795898122397,3.84116843444877,3.65531553169181,3.6422150551194,3.59129058789773,3.89383492793718,3.61241190491134
"205358_at",2.86030385094229,2.830407725244,2.83469548591257,2.83143325278156,2.92568280065701,2.67868480117483,2.87179383047278,2.64755504232297,2.61387742197399,2.88694488615079,3.14794704525026,2.79075688539515,2.72219872743186,2.85733466568651,2.90003919385775,2.74982865128429,2.73677167500734,2.82560266037052,2.98233044157086,2.7822048715157,2.80758593246885,2.93351550359732,2.90600714952149,2.89749937755236
"205359_at",4.2808537371198,4.21149753711482,4.18087399997605,4.64763749232815,4.43953591794166,4.04752532754265,4.26960739722235,4.40473388948988,4.29073110812873,4.27783266785384,4.65664835130622,4.40559307304945,3.99145332638513,4.30102523220941,4.39208994555357,4.25519531054231,4.64890310832407,4.22934371001355,4.51938053319344,4.27471162412001,4.13791068804661,4.23163838869124,4.48859485758404,4.23933902364383
"205361_s_at",6.95507463430391,6.70808924294454,7.17588654356411,7.11590633756678,6.03948143297875,7.13068125219356,6.86512401507142,6.57280674993661,6.91438579738409,6.01550597081793,5.97775197853311,6.00034999259212,6.49032378801008,6.60120617821142,6.38595146504743,6.69514688790129,6.98637183125919,7.02234231600393,6.66604671472555,7.2330504072704,7.36571270723831,5.88616252027705,5.38129519377059,6.78074692893437
"205363_at",3.13062267679232,3.16205418704779,3.20500541604507,3.2137141668136,3.18370911786519,3.37104238752431,3.12161202462657,3.1908182182584,3.16214485425665,3.19079545812882,3.20633376581542,3.38396120797971,3.07905116839307,3.13658433118199,3.23715924585997,3.19794453797653,3.36808320650465,3.1985318181856,3.31373954982527,3.10844241524798,3.32244156860273,3.07895137150696,3.21573137198241,3.21886104855974
"205364_at",4.30007473498273,3.75236949256201,4.08291697316016,4.24995101257598,4.27093433463374,3.92722746187354,4.14603936215226,3.82295796884732,3.93097242417438,4.05291091868197,3.99467139072221,4.16297069128276,4.11459190228353,4.10847857192804,4.26348996370855,4.02748761382195,4.24557307641232,4.06458940247997,4.18086038704592,3.88095297528082,3.94788778759094,4.00471901723489,4.24069148442996,3.812333861925
"205366_s_at",4.39576052248912,3.76694889704445,4.02743673261733,4.11492493170582,4.03635143143801,4.16499082193675,3.76941799412891,4.14753830112253,4.02557334184262,3.81800476883522,3.73608338872974,4.0639929245132,4.01447669539435,3.90880824849446,3.81546821999494,3.96258728473917,4.19545940010702,3.95033935964509,4.00274602640245,4.19877207990233,4.08126209373515,4.01101457782687,4.07323340311033,4.31272551612094
"205367_at",8.49756217320259,8.82223462020953,8.84904344332629,8.21681151656998,8.66137825189159,7.54461738559546,8.22045739731576,7.35975175759863,7.81681791313701,8.12442751061249,7.97001642703537,6.99168769705892,8.4397966790749,9.38605242882067,8.24305106532491,8.89281551442836,8.4380311292549,8.53274975145085,8.73622132693217,8.21663418138764,7.055671531434,7.27061172611503,7.80885845837165,8.05679539200045
"205371_s_at",3.47581020335961,3.85982819536284,4.1968599975792,3.40600924947291,4.04305606351,4.03675267065865,3.77312834293816,3.61775722272686,4.45024015220686,3.75178725531035,3.94431631340119,3.88688044724064,4.20649920029815,3.69056294132365,3.94563502398714,3.60814594301691,3.41276946186157,4.03327892965194,3.46413893616677,3.90887472949167,3.48605632074899,3.91318494705432,3.63265531768597,3.52316494026898
"205372_at",4.2479537135318,4.08083367609998,4.17617295867571,4.35601424843756,4.50812548931467,4.5855892094055,4.3687347286854,4.54909133451526,4.27917848395543,4.57933798067884,4.46269612667479,4.29874599426171,4.451087872152,4.56997767343394,4.7633901006214,4.48858379678769,4.13163959182584,4.31705756081211,3.98374993124842,3.86100437586832,4.04583083618131,4.28771850988388,4.32025539187332,3.94206463617067
"205373_at",3.8320648204166,3.67969871035714,3.88083300267542,3.66381262748218,4.22140183906952,3.77911770485423,3.67852137793176,3.8130128719328,3.90282799167472,4.25169088287149,3.90969114691618,3.82650002601664,3.84203665995176,3.90097355804504,3.99159676909409,3.87742255657092,3.8618345449029,3.58235960400849,3.96161109907316,4.16570282032275,3.83657213733741,4.08418629006664,4.52477079371355,3.82068973491024
"205374_at",5.50272899658433,5.74944015616358,5.03318540347246,5.46860381443603,5.35269762212931,5.18427805250859,5.71816528563756,5.48594384067282,5.2819416165533,5.66124071508955,5.4651495745384,5.54757838490616,5.37542859777957,5.34375787525154,5.02379102393135,5.1174701597497,5.25047086531768,5.24289134750181,5.1674520375413,5.20963128596409,5.06752992121589,5.32890147642469,5.55486264181018,5.35198313968737
"205375_at",4.22829247643044,4.33747813641744,4.23343465537408,4.21134013145545,4.21413667069135,4.05244959288574,4.08842762939485,4.38665215186939,4.10877174078942,4.66850593523538,4.44849397488312,4.40337767716704,4.34445937169717,4.25576345530469,4.07028929035012,4.27044620406625,4.11841645022734,4.15093000130091,4.41707921839439,4.06592524227749,4.0915088750057,4.48895779640008,4.75826574011543,4.2866508901388
"205376_at",2.88147437594635,2.76304755632831,2.75708063117929,2.76369103909679,2.70786595554621,2.93453919138644,2.80612048861521,2.76179600455613,2.79020578834403,2.61417597227301,2.8014395760757,2.99266000000222,2.58299402486788,2.89856350384588,2.76373251888185,2.82066515311636,2.93912902678192,2.72972421828389,2.69267532086344,2.66870248518071,2.65973820108841,2.86861158822035,2.95335042222123,2.83530758698766
"205377_s_at",4.97958257336866,4.69428287300728,4.79024431918188,4.78479031642857,4.93017667891237,4.6312340926696,4.63463941590738,4.94829363015464,4.89553471390701,5.16179364926654,4.75714128894303,4.8972465091461,4.74170481012617,4.89688543995548,5.46393652486786,4.98928533841815,4.8155767827797,4.77325575197356,4.96925126610272,4.99561713855779,4.65191788152457,4.91843335506836,5.15285652348092,5.26934032820293
"205379_at",5.18454172801191,5.05849856837443,5.41287928159609,4.50776288125527,4.98773966133067,4.76862442127208,4.80487915552033,4.81296621137273,5.42347100415601,4.88291682857888,4.91566905371765,4.9545719900261,4.81582833323558,5.38508382212631,5.33378818936002,5.22586346589625,5.13185066847184,4.49236000190808,5.50493108180947,4.60413085999813,4.73881737124619,4.5070317505411,4.85950771762534,4.76283152788254
"205380_at",2.76948803209862,2.88355156940339,2.95234493455579,2.63178734645708,2.58968347874063,2.56274892369764,2.754412213739,2.56731063951851,2.76577668501094,2.47350632520064,2.70589880678936,2.61291559838601,2.49284042035209,2.6909328061786,2.68455747740558,2.65083712075042,2.6438085956796,2.51534345656253,2.59694876285335,2.61880584447501,2.59577348294884,2.56501590632359,2.72713528982541,2.66777925964282
"205381_at",3.31708372331861,3.48116001041103,3.24183573641961,3.22894468250303,3.51099602737051,3.76841168858925,3.44308202846317,3.56004200108817,3.43251510152145,3.470484987522,3.22237357461556,3.31765043302827,3.28281276174478,3.36651271163346,3.25751200495542,3.32766799056274,3.41092058504667,3.30021693373059,3.12705360671844,3.35593437528969,3.10688854925387,3.62288511429967,3.33204201592859,3.72815307041514
"205382_s_at",3.92346916031873,3.72365671056919,3.7003904546406,3.9204502146538,3.97588159623885,3.51720664339684,3.9457993663316,3.8341080432355,3.79523165680225,4.22134435755854,3.72225344200227,3.80482566750914,3.66338584407104,4.02078653148797,3.91780771500998,3.96872066219559,4.21122524142679,3.87306761876543,4.04686367670804,3.9342926605362,3.93163713647915,4.11558619141247,4.05252796864478,3.93906207645467
"205384_at",4.90189479100211,4.87790795896343,4.94017387454712,4.7805843995725,4.89155047391158,4.91843791202266,4.97782864639988,4.90887241934312,4.96853917074301,5.29024946192391,5.27043809164371,5.06729580499674,5.04902245616829,5.29358932139511,5.0864159983896,4.9024693637166,4.84768026384756,5.05028979845462,5.12864886150047,5.05167222923875,5.13107290206724,5.31156320454809,5.22645099342155,4.77339355976718
"205386_s_at",2.61367026062792,2.53447795295361,2.50234255525754,2.7520981467098,2.78489680455336,2.93369820282054,3.32030317295454,2.71578339461061,2.8066482303507,2.68795819777987,2.46754744820147,2.44372693858413,2.422223177068,2.23413119653903,2.55490394086344,2.52837362583255,2.51606435072846,2.54620871251939,2.43372788723142,2.7546168516263,2.52856001449387,2.65685838785579,2.67267908184745,2.51870367522553
"205387_s_at",3.51836645327424,3.46990421557661,3.51061003046775,3.16558470704092,3.57566599491331,3.43005308239393,3.2669784258628,3.51603767810676,3.31732284467713,3.347105549644,3.6538434351519,3.2710537573797,3.2650756226088,3.55377314929701,3.76633421439233,3.42633884745629,3.44924337359906,3.44992996620763,3.66853240626043,3.3110631977712,3.47329794820794,3.45870731534843,3.71332728841355,3.37224707981163
"205388_at",4.54087837520669,4.26441777710056,4.50298523789956,4.25290212858956,4.69033249615704,4.32635131783679,4.3474858434615,4.39307345103124,4.36605020324524,4.55327636746346,4.39399909914596,4.58442863065437,4.22279281423686,4.57754727319691,4.32479328405529,4.57405370224244,4.4484499563206,4.37129883610678,4.63217199012755,4.24945647204686,4.47847985740466,4.50540198180064,4.63454599553303,4.28927037743452
"205392_s_at",5.90196732349196,5.58564952302246,5.69163698548951,5.8442043143542,5.81724773475358,5.9015401638094,5.6561420045208,5.80397660922968,5.71309682541561,5.95969964825655,5.8572172574334,5.6407075658833,5.45990792151934,5.76365845790709,5.58859719386475,5.61791405609463,5.6963830178259,5.58092403235827,5.62354060131012,5.68738393247723,5.59033814439209,5.91220766028534,5.99568937065443,5.83331833550026
